nohup: 忽略输入
Starting optimized DeepMD training v3...
================================================================================
CUDA OPTIMIZATION CONFIGURATION
================================================================================
CUDA Available: True
PyTorch Version: 2.4.1
CUDA Version: 11.8
cuDNN Version: 91001
Number of GPUs: 1
cuDNN benchmark: ENABLED (faster conv/attn kernels)
TF32 tensor operations: ENABLED (safe for training)

GPU 0: NVIDIA L20-8Q
  Compute Capability: 8.9
  Total Memory: 8.36 GB

================================================================================
TRAINING CONFIGURATION (V3)
================================================================================
Training data: ['collect/O64H128']
Batch size: 4
Num workers: 4
Grad accumulation steps: 1
Total steps: 100000
pin_memory: True, persistent_workers: True, non_blocking: True
Loaded 1823 frames, 192 atoms per frame
Atom types distribution: [ 64 128]
Dataset: 1823 frames, 192 atoms per frame
DataLoader: 456 batches per epoch

Creating model...
Model parameters: 514,661
Device: cuda

================================================================================
Training for 100000 steps...
================================================================================

[Epoch 1]
Step  11700 (update= 11700) | lr=3.510e-08 | loss=844.5858 | e_rmse=7.1844 f_rmse=0.9739 f_ema=0.8907 | 2.46 step/s | ETA: 10.0h
Step  11800 (update= 11800) | lr=3.510e-08 | loss=843.7299 | e_rmse=7.2449 f_rmse=0.9739 f_ema=0.8806 | 2.46 step/s | ETA: 9.9h
Step  11900 (update= 11900) | lr=3.510e-08 | loss=838.6310 | e_rmse=7.2381 f_rmse=0.9714 f_ema=0.9074 | 2.46 step/s | ETA: 9.9h
Step  12000 (update= 12000) | lr=3.510e-08 | loss=758.9473 | e_rmse=7.2110 f_rmse=0.9242 f_ema=0.8928 | 2.46 step/s | ETA: 9.9h
Step  12100 (update= 12100) | lr=3.510e-08 | loss=387.2980 | e_rmse=7.2217 f_rmse=0.6575 f_ema=0.8927 | 2.46 step/s | ETA: 9.9h
Step  12200 (update= 12200) | lr=3.510e-08 | loss=991.9777 | e_rmse=7.2160 f_rmse=1.0590 f_ema=0.8699 | 2.46 step/s | ETA: 9.9h
Step  12300 (update= 12300) | lr=3.510e-08 | loss=445.1328 | e_rmse=7.2306 f_rmse=0.7065 f_ema=0.8804 | 2.46 step/s | ETA: 9.9h
Step  12400 (update= 12400) | lr=3.510e-08 | loss=409.2831 | e_rmse=7.2142 f_rmse=0.6773 f_ema=0.8750 | 2.46 step/s | ETA: 9.9h
Step  12500 (update= 12500) | lr=3.510e-08 | loss=1280.3461 | e_rmse=7.1859 f_rmse=1.2061 f_ema=0.8638 | 2.46 step/s | ETA: 9.9h
Step  12600 (update= 12600) | lr=3.510e-08 | loss=446.4574 | e_rmse=7.2263 f_rmse=0.7086 f_ema=0.8589 | 2.46 step/s | ETA: 9.9h
Step  12700 (update= 12700) | lr=3.510e-08 | loss=1077.7693 | e_rmse=7.2138 f_rmse=1.1071 f_ema=0.8946 | 2.46 step/s | ETA: 9.8h

[Epoch 8]
Step  12800 (update= 12800) | lr=3.510e-08 | loss=412.4697 | e_rmse=7.2143 f_rmse=0.6814 f_ema=0.9209 | 2.46 step/s | ETA: 9.8h
Step  12900 (update= 12900) | lr=3.510e-08 | loss=1609.6257 | e_rmse=7.1934 f_rmse=1.3561 f_ema=0.8996 | 2.46 step/s | ETA: 9.8h
Step  13000 (update= 13000) | lr=3.510e-08 | loss=570.7106 | e_rmse=7.2051 f_rmse=0.8044 f_ema=0.8955 | 2.46 step/s | ETA: 9.8h
