step,lr,loss,e_rmse,f_rmse,pref_e,pref_f
18200,2.844000e-05,267.409800,0.851900,1.244000,0.000000,0.000000
18300,2.825000e-05,70.921600,0.485300,0.640900,0.000000,0.000000
18400,2.805000e-05,501.272100,0.511800,1.705100,0.000000,0.000000
18500,2.786000e-05,626.857800,1.313200,1.907100,0.000000,0.000000
18600,2.767000e-05,131.262000,1.267500,0.872100,0.000000,0.000000
18700,2.748000e-05,795.095200,0.949200,2.150100,0.000000,0.000000
18800,2.729000e-05,88.646600,0.049000,0.718300,0.000000,0.000000
18900,2.710000e-05,114.307500,0.048100,0.816000,0.000000,0.000000
19000,2.692000e-05,117.246800,0.793900,0.826300,0.000000,0.000000
19100,2.673000e-05,106.169100,1.704100,0.784700,0.000000,0.000000
19200,2.655000e-05,266.605800,0.465800,1.247800,0.000000,0.000000
19300,2.636000e-05,208.145400,0.286900,1.103100,0.000000,0.000000
19400,2.618000e-05,494.055800,0.608400,1.700100,0.000000,0.000000
19500,2.600000e-05,295.758700,0.322200,1.316000,0.000000,0.000000
19600,2.582000e-05,105.986300,2.583500,0.782300,0.000000,0.000000
19700,2.564000e-05,160.785900,0.982600,0.970500,0.000000,0.000000
19800,2.547000e-05,75.688100,0.480300,0.666400,0.000000,0.000000
19900,2.529000e-05,109.278300,0.707700,0.801000,0.000000,0.000000
20000,2.512000e-05,63.343300,0.013200,0.610400,0.000000,0.000000
20100,2.495000e-05,88.311600,0.868800,0.720300,0.000000,0.000000
20200,2.477000e-05,129.517200,0.686000,0.873200,0.000000,0.000000
20300,2.460000e-05,69.597800,0.900600,0.639800,0.000000,0.000000
20400,2.443000e-05,74.852900,0.860000,0.663900,0.000000,0.000000
20500,2.427000e-05,124.049500,0.817500,0.855600,0.000000,0.000000
20600,2.410000e-05,70.189400,0.005500,0.644300,0.000000,0.000000
20700,2.393000e-05,305.685900,0.110300,1.345100,0.000000,0.000000
20800,2.377000e-05,340.785500,1.554100,1.419600,0.000000,0.000000
20900,2.360000e-05,107.858000,1.251700,0.798300,0.000000,0.000000
21000,2.344000e-05,135.985600,1.857700,0.895500,0.000000,0.000000
21100,2.328000e-05,72.823700,1.258200,0.655900,0.000000,0.000000
21200,2.312000e-05,266.125600,1.366600,1.256700,0.000000,0.000000
21300,2.296000e-05,318.781500,0.221500,1.377300,0.000000,0.000000
21400,2.280000e-05,176.806900,0.280900,1.026100,0.000000,0.000000
21500,2.265000e-05,75.919200,0.284600,0.672600,0.000000,0.000000
21600,2.249000e-05,82.641900,0.394000,0.702000,0.000000,0.000000
21700,2.234000e-05,106.861200,0.574600,0.798500,0.000000,0.000000
21800,2.218000e-05,228.282100,0.190600,1.168100,0.000000,0.000000
21900,2.203000e-05,191.280100,0.000100,1.069700,0.000000,0.000000
22000,2.188000e-05,128.203700,0.021700,0.876200,0.000000,0.000000
22100,2.173000e-05,79.850300,0.840800,0.691000,0.000000,0.000000
22200,2.158000e-05,113.753900,0.881300,0.825300,0.000000,0.000000
22300,2.143000e-05,1489.781700,0.278600,2.990800,0.000000,0.000000
22400,2.128000e-05,59.734600,0.094800,0.599100,0.000000,0.000000
22500,2.113000e-05,62.745000,1.303000,0.612100,0.000000,0.000000
22600,2.099000e-05,69.209000,0.945400,0.644400,0.000000,0.000000
22700,2.084000e-05,74.943100,0.841500,0.671200,0.000000,0.000000
22800,2.070000e-05,190.808800,1.043700,1.072000,0.000000,0.000000
22900,2.056000e-05,129.202500,0.761500,0.882600,0.000000,0.000000
23000,2.042000e-05,64.268900,1.057000,0.621700,0.000000,0.000000
23100,2.028000e-05,66.934800,0.057700,0.636200,0.000000,0.000000
23200,2.014000e-05,143.782500,0.496900,0.932700,0.000000,0.000000
23300,2.000000e-05,127.694300,0.942100,0.878800,0.000000,0.000000
23400,1.986000e-05,87.244700,0.839400,0.726600,0.000000,0.000000
23500,1.972000e-05,78.794000,0.000700,0.691600,0.000000,0.000000
23600,1.959000e-05,62.985100,1.269900,0.616400,0.000000,0.000000
23700,1.945000e-05,71.419500,1.537300,0.656000,0.000000,0.000000
23800,1.932000e-05,402.351400,1.157300,1.564200,0.000000,0.000000
23900,1.919000e-05,121.065200,0.073700,0.858800,0.000000,0.000000
24000,1.905000e-05,132.153200,0.458200,0.897500,0.000000,0.000000
24100,1.892000e-05,133.128800,0.600400,0.901000,0.000000,0.000000
24200,1.879000e-05,66.015400,1.047400,0.633600,0.000000,0.000000
24300,1.866000e-05,65.130400,0.591000,0.630600,0.000000,0.000000
24400,1.854000e-05,121.866100,0.832800,0.862900,0.000000,0.000000
24500,1.841000e-05,71.894600,0.027800,0.663600,0.000000,0.000000
24600,1.828000e-05,134.861600,0.728200,0.908800,0.000000,0.000000
24700,1.816000e-05,66.890400,0.851400,0.639700,0.000000,0.000000
24800,1.803000e-05,54.858900,0.679000,0.579800,0.000000,0.000000
24900,1.791000e-05,71.597100,0.207900,0.663400,0.000000,0.000000
25000,1.778000e-05,63.351100,0.712300,0.623700,0.000000,0.000000
25100,1.766000e-05,313.538600,0.311300,1.389600,0.000000,0.000000
25200,1.754000e-05,55.940600,0.099200,0.587300,0.000000,0.000000
25300,1.742000e-05,56.318000,0.264600,0.589400,0.000000,0.000000
25400,1.730000e-05,73.443100,0.521700,0.673200,0.000000,0.000000
25500,1.718000e-05,75.549300,1.505900,0.680400,0.000000,0.000000
25600,1.706000e-05,52.357900,0.793200,0.568200,0.000000,0.000000
25700,1.694000e-05,61.911900,0.086400,0.619200,0.000000,0.000000
25800,1.683000e-05,65.639100,1.144400,0.636000,0.000000,0.000000
25900,1.671000e-05,62.183500,1.421700,0.618200,0.000000,0.000000
26000,1.660000e-05,63.415500,0.609200,0.627100,0.000000,0.000000
26100,1.648000e-05,56.575300,0.157200,0.593000,0.000000,0.000000
26200,1.637000e-05,174.754600,1.523500,1.040700,0.000000,0.000000
26300,1.626000e-05,92.751400,0.108600,0.760100,0.000000,0.000000
26400,1.614000e-05,73.805100,0.951200,0.677100,0.000000,0.000000
26500,1.603000e-05,60.645800,1.196000,0.613000,0.000000,0.000000
26600,1.592000e-05,85.241400,0.434600,0.729400,0.000000,0.000000
26700,1.581000e-05,53.566000,0.119400,0.578700,0.000000,0.000000
26800,1.570000e-05,68.808200,0.231300,0.656100,0.000000,0.000000
26900,1.560000e-05,537.411200,0.712500,1.834500,0.000000,0.000000
27000,1.549000e-05,53.341000,1.171300,0.576000,0.000000,0.000000
27100,1.538000e-05,72.358900,0.896800,0.672700,0.000000,0.000000
27200,1.528000e-05,67.408100,1.036300,0.649100,0.000000,0.000000
27300,1.517000e-05,71.799300,1.190500,0.669800,0.000000,0.000000
27400,1.507000e-05,79.948300,0.213300,0.709300,0.000000,0.000000
27500,1.496000e-05,109.067000,0.304600,0.828800,0.000000,0.000000
